Volume,Volume Weighted,Open Price,Close Price,Highest Price,Lowest Price,Timestamp,Number of Transaction,Stock Name,Strike,Strike Date,Stock Close Price
412,0.993,0.95,1.03,1.03,0.95,2024-03-20 16:50:00,77,SPY,518,2024-03-20,516.12
1420,1.0182,1.03,1.01,1.03,1.0,2024-03-20 16:55:00,66,SPY,518,2024-03-20,516.14
507,0.9643,1.02,0.98,1.02,0.94,2024-03-20 17:00:00,88,SPY,518,2024-03-20,515.946
1494,0.9578,0.98,0.91,0.98,0.9,2024-03-20 17:05:00,103,SPY,518,2024-03-20,515.6801
866,0.8614,0.9,0.82,0.91,0.81,2024-03-20 17:10:00,112,SPY,518,2024-03-20,515.4
570,0.8649,0.82,0.89,0.91,0.8,2024-03-20 17:15:00,135,SPY,518,2024-03-20,515.53
295,0.8848,0.9,0.85,0.91,0.85,2024-03-20 17:20:00,76,SPY,518,2024-03-20,515.42
259,0.8887,0.86,0.86,0.91,0.85,2024-03-20 17:25:00,76,SPY,518,2024-03-20,515.425
627,0.8703,0.85,0.91,0.91,0.82,2024-03-20 17:30:00,76,SPY,518,2024-03-20,515.605
177,0.8657,0.91,0.84,0.92,0.83,2024-03-20 17:35:00,68,SPY,518,2024-03-20,515.29
618,0.8024,0.83,0.83,0.84,0.77,2024-03-20 17:40:00,133,SPY,518,2024-03-20,515.26
742,0.8954,0.82,0.93,0.94,0.8,2024-03-20 17:45:00,125,SPY,518,2024-03-20,515.5
1232,0.9415,0.93,0.93,0.98,0.91,2024-03-20 17:50:00,195,SPY,518,2024-03-20,515.66
2274,0.906,0.93,0.94,0.94,0.86,2024-03-20 17:55:00,263,SPY,518,2024-03-20,515.48
12386,1.327,0.94,1.44,1.54,0.91,2024-03-20 18:00:00,2178,SPY,518,2024-03-20,517.5199
9640,1.5604,1.45,1.08,1.85,1.0,2024-03-20 18:05:00,1642,SPY,518,2024-03-20,516.86
5390,1.262,1.09,1.16,1.42,1.06,2024-03-20 18:10:00,793,SPY,518,2024-03-20,517.09
5704,0.9913,1.19,0.94,1.2,0.88,2024-03-20 18:15:00,672,SPY,518,2024-03-20,516.53
3502,1.0866,0.94,1.1,1.19,0.93,2024-03-20 18:20:00,518,SPY,518,2024-03-20,516.95
4154,1.2679,1.1,1.38,1.4,1.07,2024-03-20 18:25:00,686,SPY,518,2024-03-20,517.6301
5681,1.1445,1.38,0.74,1.55,0.74,2024-03-20 18:30:00,1005,SPY,518,2024-03-20,516.1
9496,1.0672,0.74,1.2,1.42,0.68,2024-03-20 18:35:00,1382,SPY,518,2024-03-20,517.615
8896,1.3406,1.21,1.33,1.57,0.97,2024-03-20 18:40:00,1412,SPY,518,2024-03-20,518.015
6498,1.7701,1.4,2.03,2.1,1.4,2024-03-20 18:45:00,1376,SPY,518,2024-03-20,519.4498
2187,1.7981,1.99,1.75,2.07,1.47,2024-03-20 18:50:00,476,SPY,518,2024-03-20,519.1526
2400,1.7269,1.78,1.55,2.03,1.5,2024-03-20 18:55:00,293,SPY,518,2024-03-20,518.91
2224,1.688,1.64,1.72,2.0,1.47,2024-03-20 19:00:00,180,SPY,518,2024-03-20,519.27
2692,2.0216,1.73,2.07,2.3,1.73,2024-03-20 19:05:00,321,SPY,518,2024-03-20,519.75
1170,1.9775,2.12,1.65,2.32,1.57,2024-03-20 19:10:00,184,SPY,518,2024-03-20,519.21
1022,2.0739,1.66,2.4,2.49,1.64,2024-03-20 19:15:00,134,SPY,518,2024-03-20,520.255
1067,2.2648,2.5,2.33,2.5,1.94,2024-03-20 19:20:00,150,SPY,518,2024-03-20,520.18
566,2.419,2.32,2.44,2.59,2.04,2024-03-20 19:25:00,106,SPY,518,2024-03-20,520.378
1937,2.5247,2.42,2.39,2.6,2.38,2024-03-20 19:30:00,255,SPY,518,2024-03-20,520.35
596,2.1035,2.39,2.13,2.39,1.89,2024-03-20 19:35:00,93,SPY,518,2024-03-20,520.15
613,1.9045,2.15,1.71,2.23,1.66,2024-03-20 19:40:00,64,SPY,518,2024-03-20,519.62
376,1.6099,1.66,1.3,1.85,1.25,2024-03-20 19:45:00,57,SPY,518,2024-03-20,519.244
654,1.6898,1.37,1.64,1.99,1.24,2024-03-20 19:50:00,73,SPY,518,2024-03-20,519.545
201,2.0254,1.59,2.5,2.5,1.59,2024-03-20 19:55:00,69,SPY,518,2024-03-20,520.42
1240,0.622,0.68,0.53,0.71,0.53,2024-03-20 13:30:00,246,SPY,519,2024-03-20,515.51
1572,0.5266,0.54,0.53,0.56,0.5,2024-03-20 13:35:00,176,SPY,519,2024-03-20,515.385
767,0.5298,0.52,0.48,0.57,0.47,2024-03-20 13:40:00,146,SPY,519,2024-03-20,515.32
514,0.4979,0.49,0.5,0.51,0.48,2024-03-20 13:45:00,86,SPY,519,2024-03-20,515.33
364,0.5265,0.51,0.56,0.56,0.5,2024-03-20 13:50:00,96,SPY,519,2024-03-20,515.5
377,0.5612,0.55,0.55,0.58,0.54,2024-03-20 13:55:00,108,SPY,519,2024-03-20,515.43
598,0.5557,0.55,0.58,0.6,0.52,2024-03-20 14:00:00,120,SPY,519,2024-03-20,515.625
860,0.5952,0.59,0.6,0.62,0.58,2024-03-20 14:05:00,128,SPY,519,2024-03-20,515.71
1406,0.5662,0.6,0.59,0.6,0.55,2024-03-20 14:10:00,112,SPY,519,2024-03-20,515.635
1503,0.6072,0.59,0.58,0.62,0.57,2024-03-20 14:15:00,93,SPY,519,2024-03-20,515.6374
393,0.6541,0.59,0.69,0.7,0.56,2024-03-20 14:20:00,132,SPY,519,2024-03-20,516.11
1913,0.7366,0.69,0.76,0.78,0.65,2024-03-20 14:25:00,283,SPY,519,2024-03-20,516.35
946,0.7609,0.76,0.7,0.8,0.7,2024-03-20 14:30:00,236,SPY,519,2024-03-20,516.04
1672,0.6279,0.7,0.62,0.7,0.59,2024-03-20 14:35:00,227,SPY,519,2024-03-20,515.766
147,0.6144,0.63,0.61,0.64,0.59,2024-03-20 14:40:00,61,SPY,519,2024-03-20,515.6913
682,0.6403,0.6,0.61,0.66,0.59,2024-03-20 14:45:00,80,SPY,519,2024-03-20,515.68
165,0.6524,0.61,0.64,0.67,0.61,2024-03-20 14:50:00,64,SPY,519,2024-03-20,515.82
140,0.6613,0.66,0.66,0.68,0.64,2024-03-20 14:55:00,41,SPY,519,2024-03-20,515.87
454,0.6656,0.66,0.7,0.7,0.65,2024-03-20 15:00:00,76,SPY,519,2024-03-20,516.08
520,0.7103,0.7,0.72,0.73,0.69,2024-03-20 15:05:00,97,SPY,519,2024-03-20,516.14
855,0.7358,0.72,0.75,0.76,0.71,2024-03-20 15:10:00,92,SPY,519,2024-03-20,516.28
205,0.7303,0.74,0.74,0.75,0.7,2024-03-20 15:15:00,64,SPY,519,2024-03-20,516.22
120,0.723,0.74,0.72,0.74,0.7,2024-03-20 15:20:00,36,SPY,519,2024-03-20,516.175
785,0.703,0.71,0.73,0.74,0.68,2024-03-20 15:25:00,65,SPY,519,2024-03-20,516.21
664,0.6822,0.72,0.66,0.75,0.64,2024-03-20 15:30:00,98,SPY,519,2024-03-20,516.025
600,0.6554,0.67,0.65,0.69,0.63,2024-03-20 15:35:00,52,SPY,519,2024-03-20,515.94
220,0.6486,0.64,0.64,0.66,0.63,2024-03-20 15:40:00,33,SPY,519,2024-03-20,515.855
3881,0.6386,0.64,0.64,0.65,0.61,2024-03-20 15:45:00,111,SPY,519,2024-03-20,515.68
214,0.6527,0.64,0.63,0.68,0.63,2024-03-20 15:50:00,66,SPY,519,2024-03-20,515.81
204,0.6489,0.64,0.65,0.67,0.62,2024-03-20 15:55:00,44,SPY,519,2024-03-20,515.93
49,0.6463,0.64,0.66,0.66,0.63,2024-03-20 16:00:00,20,SPY,519,2024-03-20,515.89
279,0.6166,0.64,0.61,0.65,0.57,2024-03-20 16:05:00,58,SPY,519,2024-03-20,515.7197
173,0.6186,0.6,0.57,0.63,0.57,2024-03-20 16:10:00,36,SPY,519,2024-03-20,515.56
224,0.5822,0.57,0.6,0.61,0.57,2024-03-20 16:15:00,36,SPY,519,2024-03-20,515.67
176,0.5922,0.61,0.6,0.61,0.58,2024-03-20 16:20:00,23,SPY,519,2024-03-20,515.71
199,0.6153,0.59,0.61,0.64,0.59,2024-03-20 16:25:00,38,SPY,519,2024-03-20,515.75
363,0.5656,0.6,0.6,0.6,0.53,2024-03-20 16:30:00,108,SPY,519,2024-03-20,515.565
122,0.6115,0.6,0.63,0.63,0.6,2024-03-20 16:35:00,37,SPY,519,2024-03-20,515.83
237,0.6431,0.63,0.63,0.65,0.62,2024-03-20 16:40:00,51,SPY,519,2024-03-20,515.91
127,0.6473,0.64,0.65,0.67,0.63,2024-03-20 16:45:00,53,SPY,519,2024-03-20,515.97
831,0.6951,0.66,0.71,0.71,0.65,2024-03-20 16:50:00,66,SPY,519,2024-03-20,516.12
231,0.6968,0.71,0.7,0.71,0.69,2024-03-20 16:55:00,41,SPY,519,2024-03-20,516.14
244,0.666,0.71,0.66,0.71,0.64,2024-03-20 17:00:00,39,SPY,519,2024-03-20,515.946
465,0.6472,0.67,0.62,0.67,0.61,2024-03-20 17:05:00,52,SPY,519,2024-03-20,515.6801
317,0.5803,0.62,0.56,0.62,0.55,2024-03-20 17:10:00,75,SPY,519,2024-03-20,515.4
248,0.5995,0.56,0.6,0.63,0.55,2024-03-20 17:15:00,79,SPY,519,2024-03-20,515.53
134,0.6079,0.62,0.59,0.62,0.58,2024-03-20 17:20:00,29,SPY,519,2024-03-20,515.42
193,0.6063,0.58,0.58,0.63,0.58,2024-03-20 17:25:00,46,SPY,519,2024-03-20,515.425
234,0.5927,0.58,0.63,0.63,0.57,2024-03-20 17:30:00,51,SPY,519,2024-03-20,515.605
888,0.5822,0.63,0.57,0.63,0.57,2024-03-20 17:35:00,74,SPY,519,2024-03-20,515.29
706,0.541,0.57,0.56,0.57,0.52,2024-03-20 17:40:00,161,SPY,519,2024-03-20,515.26
409,0.584,0.56,0.64,0.65,0.54,2024-03-20 17:45:00,125,SPY,519,2024-03-20,515.5
452,0.6646,0.64,0.66,0.69,0.63,2024-03-20 17:50:00,122,SPY,519,2024-03-20,515.66
1125,0.623,0.66,0.64,0.66,0.58,2024-03-20 17:55:00,192,SPY,519,2024-03-20,515.48
8141,0.9276,0.64,1.01,1.07,0.64,2024-03-20 18:00:00,1392,SPY,519,2024-03-20,517.5199
7323,1.0381,1.01,0.72,1.34,0.67,2024-03-20 18:05:00,1409,SPY,519,2024-03-20,516.86
4025,0.873,0.74,0.78,1.0,0.72,2024-03-20 18:10:00,542,SPY,519,2024-03-20,517.09
5715,0.6577,0.78,0.63,0.8,0.57,2024-03-20 18:15:00,466,SPY,519,2024-03-20,516.53
3040,0.7232,0.63,0.74,0.8,0.63,2024-03-20 18:20:00,361,SPY,519,2024-03-20,516.95
2626,0.8277,0.74,0.94,0.94,0.72,2024-03-20 18:25:00,425,SPY,519,2024-03-20,517.6301
4409,0.6947,0.94,0.48,1.07,0.48,2024-03-20 18:30:00,659,SPY,519,2024-03-20,516.1
6860,0.648,0.48,0.78,0.95,0.42,2024-03-20 18:35:00,880,SPY,519,2024-03-20,517.615
8523,0.8381,0.8,0.88,1.03,0.6,2024-03-20 18:40:00,1393,SPY,519,2024-03-20,518.015
9021,1.1891,0.9,1.36,1.41,0.9,2024-03-20 18:45:00,1863,SPY,519,2024-03-20,519.4498
5549,1.1491,1.36,1.14,1.4,0.9,2024-03-20 18:50:00,793,SPY,519,2024-03-20,519.1526
5748,1.1237,1.15,0.94,1.33,0.9,2024-03-20 18:55:00,548,SPY,519,2024-03-20,518.91
5883,1.0408,0.97,1.03,1.28,0.86,2024-03-20 19:00:00,540,SPY,519,2024-03-20,519.27
6960,1.3298,1.05,1.34,1.52,1.05,2024-03-20 19:05:00,807,SPY,519,2024-03-20,519.75
3781,1.2348,1.34,0.95,1.52,0.92,2024-03-20 19:10:00,385,SPY,519,2024-03-20,519.21
4383,1.2959,0.97,1.57,1.63,0.95,2024-03-20 19:15:00,375,SPY,519,2024-03-20,520.255
2271,1.4202,1.6,1.47,1.64,1.17,2024-03-20 19:20:00,240,SPY,519,2024-03-20,520.18
2155,1.541,1.47,1.55,1.68,1.25,2024-03-20 19:25:00,242,SPY,519,2024-03-20,520.378
1377,1.6181,1.56,1.45,1.75,1.45,2024-03-20 19:30:00,305,SPY,519,2024-03-20,520.35
1253,1.2507,1.46,1.28,1.48,1.08,2024-03-20 19:35:00,140,SPY,519,2024-03-20,520.15
449,0.9187,1.26,0.84,1.29,0.81,2024-03-20 19:40:00,92,SPY,519,2024-03-20,519.62
2137,0.7862,0.84,0.53,0.97,0.52,2024-03-20 19:45:00,199,SPY,519,2024-03-20,519.244
6647,0.7633,0.55,0.7,1.06,0.48,2024-03-20 19:50:00,354,SPY,519,2024-03-20,519.545
4883,1.0545,0.9,1.51,1.51,0.66,2024-03-20 19:55:00,254,SPY,519,2024-03-20,520.42
4118,0.4164,0.45,0.34,0.47,0.34,2024-03-20 13:30:00,420,SPY,520,2024-03-20,515.51
5435,0.3383,0.34,0.34,0.36,0.32,2024-03-20 13:35:00,257,SPY,520,2024-03-20,515.385
4737,0.3446,0.34,0.31,0.37,0.3,2024-03-20 13:40:00,244,SPY,520,2024-03-20,515.32
4310,0.3209,0.31,0.33,0.33,0.3,2024-03-20 13:45:00,144,SPY,520,2024-03-20,515.33
1357,0.3465,0.33,0.36,0.36,0.32,2024-03-20 13:50:00,149,SPY,520,2024-03-20,515.5
1323,0.3655,0.36,0.36,0.38,0.35,2024-03-20 13:55:00,146,SPY,520,2024-03-20,515.43
1283,0.3658,0.35,0.39,0.39,0.33,2024-03-20 14:00:00,190,SPY,520,2024-03-20,515.625
1425,0.3921,0.39,0.39,0.41,0.37,2024-03-20 14:05:00,190,SPY,520,2024-03-20,515.71
1495,0.3832,0.39,0.38,0.39,0.35,2024-03-20 14:10:00,94,SPY,520,2024-03-20,515.635
938,0.3839,0.38,0.38,0.41,0.37,2024-03-20 14:15:00,114,SPY,520,2024-03-20,515.6374
895,0.4133,0.38,0.45,0.47,0.36,2024-03-20 14:20:00,188,SPY,520,2024-03-20,516.11
3548,0.4851,0.46,0.5,0.52,0.43,2024-03-20 14:25:00,421,SPY,520,2024-03-20,516.35
1991,0.4995,0.5,0.46,0.54,0.46,2024-03-20 14:30:00,326,SPY,520,2024-03-20,516.04
1973,0.4123,0.46,0.4,0.46,0.38,2024-03-20 14:35:00,265,SPY,520,2024-03-20,515.766
796,0.4023,0.41,0.4,0.42,0.39,2024-03-20 14:40:00,107,SPY,520,2024-03-20,515.6913
1507,0.4134,0.39,0.4,0.44,0.38,2024-03-20 14:45:00,121,SPY,520,2024-03-20,515.68
1119,0.431,0.4,0.42,0.44,0.4,2024-03-20 14:50:00,99,SPY,520,2024-03-20,515.82
3726,0.4315,0.43,0.42,0.45,0.42,2024-03-20 14:55:00,115,SPY,520,2024-03-20,515.87
1955,0.4396,0.42,0.47,0.47,0.42,2024-03-20 15:00:00,126,SPY,520,2024-03-20,516.08
546,0.4697,0.46,0.47,0.48,0.46,2024-03-20 15:05:00,115,SPY,520,2024-03-20,516.14
1074,0.4875,0.48,0.5,0.5,0.46,2024-03-20 15:10:00,115,SPY,520,2024-03-20,516.28
2052,0.483,0.5,0.49,0.51,0.46,2024-03-20 15:15:00,140,SPY,520,2024-03-20,516.22
315,0.4737,0.48,0.47,0.49,0.46,2024-03-20 15:20:00,57,SPY,520,2024-03-20,516.175
887,0.4682,0.48,0.48,0.49,0.44,2024-03-20 15:25:00,99,SPY,520,2024-03-20,516.21
717,0.4342,0.48,0.42,0.5,0.42,2024-03-20 15:30:00,90,SPY,520,2024-03-20,516.025
448,0.4217,0.42,0.43,0.44,0.4,2024-03-20 15:35:00,81,SPY,520,2024-03-20,515.94
257,0.4261,0.43,0.42,0.43,0.41,2024-03-20 15:40:00,52,SPY,520,2024-03-20,515.855
652,0.4127,0.4,0.42,0.43,0.4,2024-03-20 15:45:00,103,SPY,520,2024-03-20,515.68
647,0.4287,0.42,0.42,0.44,0.41,2024-03-20 15:50:00,79,SPY,520,2024-03-20,515.81
229,0.423,0.41,0.42,0.43,0.4,2024-03-20 15:55:00,71,SPY,520,2024-03-20,515.93
293,0.418,0.42,0.42,0.43,0.41,2024-03-20 16:00:00,60,SPY,520,2024-03-20,515.89
265,0.3923,0.42,0.4,0.42,0.37,2024-03-20 16:05:00,88,SPY,520,2024-03-20,515.7197
185,0.3777,0.4,0.38,0.4,0.37,2024-03-20 16:10:00,61,SPY,520,2024-03-20,515.56
281,0.3749,0.37,0.39,0.4,0.36,2024-03-20 16:15:00,61,SPY,520,2024-03-20,515.67
301,0.3805,0.39,0.39,0.39,0.37,2024-03-20 16:20:00,48,SPY,520,2024-03-20,515.71
168,0.3957,0.39,0.39,0.41,0.38,2024-03-20 16:25:00,53,SPY,520,2024-03-20,515.75
500,0.3595,0.39,0.39,0.39,0.34,2024-03-20 16:30:00,134,SPY,520,2024-03-20,515.565
119,0.3988,0.39,0.41,0.41,0.39,2024-03-20 16:35:00,51,SPY,520,2024-03-20,515.83
144,0.4174,0.41,0.42,0.43,0.4,2024-03-20 16:40:00,38,SPY,520,2024-03-20,515.91
245,0.4287,0.41,0.44,0.44,0.41,2024-03-20 16:45:00,52,SPY,520,2024-03-20,515.97
267,0.4456,0.43,0.47,0.47,0.42,2024-03-20 16:50:00,62,SPY,520,2024-03-20,516.12
567,0.4608,0.47,0.47,0.47,0.45,2024-03-20 16:55:00,67,SPY,520,2024-03-20,516.14
119,0.4406,0.47,0.44,0.47,0.42,2024-03-20 17:00:00,50,SPY,520,2024-03-20,515.946
226,0.4172,0.43,0.4,0.44,0.4,2024-03-20 17:05:00,59,SPY,520,2024-03-20,515.6801
1755,0.371,0.4,0.37,0.41,0.35,2024-03-20 17:10:00,157,SPY,520,2024-03-20,515.4
8135,0.4039,0.36,0.41,0.41,0.35,2024-03-20 17:15:00,516,SPY,520,2024-03-20,515.53
2631,0.4122,0.41,0.39,0.42,0.38,2024-03-20 17:20:00,115,SPY,520,2024-03-20,515.42
441,0.4027,0.39,0.39,0.42,0.39,2024-03-20 17:25:00,71,SPY,520,2024-03-20,515.425
722,0.391,0.38,0.42,0.42,0.37,2024-03-20 17:30:00,80,SPY,520,2024-03-20,515.605
417,0.3893,0.42,0.38,0.42,0.36,2024-03-20 17:35:00,80,SPY,520,2024-03-20,515.29
1295,0.3572,0.37,0.37,0.38,0.34,2024-03-20 17:40:00,203,SPY,520,2024-03-20,515.26
794,0.3884,0.36,0.43,0.43,0.35,2024-03-20 17:45:00,175,SPY,520,2024-03-20,515.5
1439,0.4526,0.43,0.44,0.47,0.41,2024-03-20 17:50:00,325,SPY,520,2024-03-20,515.66
2782,0.4109,0.44,0.46,0.46,0.39,2024-03-20 17:55:00,285,SPY,520,2024-03-20,515.48
10497,0.6257,0.46,0.66,0.73,0.43,2024-03-20 18:00:00,1785,SPY,520,2024-03-20,517.5199
9316,0.6681,0.66,0.48,0.92,0.44,2024-03-20 18:05:00,1628,SPY,520,2024-03-20,516.86
5306,0.5682,0.48,0.51,0.67,0.46,2024-03-20 18:10:00,678,SPY,520,2024-03-20,517.09
5442,0.4034,0.53,0.41,0.53,0.36,2024-03-20 18:15:00,513,SPY,520,2024-03-20,516.53
3679,0.4736,0.4,0.47,0.52,0.4,2024-03-20 18:20:00,403,SPY,520,2024-03-20,516.95
2743,0.536,0.47,0.6,0.61,0.45,2024-03-20 18:25:00,441,SPY,520,2024-03-20,517.6301
5714,0.513,0.61,0.28,0.7,0.28,2024-03-20 18:30:00,878,SPY,520,2024-03-20,516.1
5872,0.4173,0.28,0.48,0.61,0.26,2024-03-20 18:35:00,809,SPY,520,2024-03-20,517.615
7099,0.5325,0.49,0.52,0.64,0.35,2024-03-20 18:40:00,1050,SPY,520,2024-03-20,518.015
14436,0.7534,0.54,0.84,0.88,0.54,2024-03-20 18:45:00,2443,SPY,520,2024-03-20,519.4498
8426,0.6737,0.84,0.65,0.87,0.5,2024-03-20 18:50:00,1196,SPY,520,2024-03-20,519.1526
7153,0.636,0.66,0.51,0.79,0.48,2024-03-20 18:55:00,849,SPY,520,2024-03-20,518.91
9917,0.5693,0.52,0.55,0.73,0.44,2024-03-20 19:00:00,899,SPY,520,2024-03-20,519.27
13252,0.7684,0.57,0.74,0.88,0.57,2024-03-20 19:05:00,1657,SPY,520,2024-03-20,519.75
7070,0.6808,0.75,0.49,0.88,0.42,2024-03-20 19:10:00,982,SPY,520,2024-03-20,519.21
9959,0.7048,0.49,0.89,0.92,0.45,2024-03-20 19:15:00,992,SPY,520,2024-03-20,520.255
5642,0.7668,0.89,0.79,0.94,0.59,2024-03-20 19:20:00,761,SPY,520,2024-03-20,520.18
6153,0.8272,0.78,0.84,0.91,0.61,2024-03-20 19:25:00,619,SPY,520,2024-03-20,520.378
4285,0.8391,0.82,0.74,0.94,0.7,2024-03-20 19:30:00,685,SPY,520,2024-03-20,520.35
6794,0.5056,0.72,0.54,0.72,0.39,2024-03-20 19:35:00,560,SPY,520,2024-03-20,520.15
3656,0.336,0.53,0.27,0.56,0.25,2024-03-20 19:40:00,424,SPY,520,2024-03-20,519.62
5394,0.245,0.26,0.13,0.33,0.13,2024-03-20 19:45:00,373,SPY,520,2024-03-20,519.244
6021,0.2172,0.14,0.14,0.31,0.11,2024-03-20 19:50:00,559,SPY,520,2024-03-20,519.545
8762,0.3212,0.15,0.57,0.57,0.14,2024-03-20 19:55:00,870,SPY,520,2024-03-20,520.42
601,0.2517,0.29,0.2,0.29,0.2,2024-03-20 13:30:00,156,SPY,521,2024-03-20,515.51
2057,0.2047,0.21,0.21,0.22,0.19,2024-03-20 13:35:00,131,SPY,521,2024-03-20,515.385
1908,0.2023,0.2,0.19,0.22,0.18,2024-03-20 13:40:00,155,SPY,521,2024-03-20,515.32
599,0.1867,0.18,0.2,0.2,0.18,2024-03-20 13:45:00,100,SPY,521,2024-03-20,515.33
70,0.2159,0.2,0.22,0.22,0.19,2024-03-20 13:50:00,35,SPY,521,2024-03-20,515.5
511,0.2268,0.22,0.23,0.24,0.22,2024-03-20 13:55:00,70,SPY,521,2024-03-20,515.43
1375,0.2221,0.22,0.24,0.25,0.21,2024-03-20 14:00:00,100,SPY,521,2024-03-20,515.625
352,0.247,0.23,0.24,0.26,0.23,2024-03-20 14:05:00,54,SPY,521,2024-03-20,515.71
457,0.23,0.24,0.23,0.24,0.22,2024-03-20 14:10:00,51,SPY,521,2024-03-20,515.635
690,0.2402,0.24,0.22,0.25,0.22,2024-03-20 14:15:00,67,SPY,521,2024-03-20,515.6374
777,0.2681,0.23,0.28,0.29,0.22,2024-03-20 14:20:00,78,SPY,521,2024-03-20,516.11
1429,0.3051,0.28,0.32,0.33,0.27,2024-03-20 14:25:00,185,SPY,521,2024-03-20,516.35
456,0.321,0.32,0.29,0.34,0.29,2024-03-20 14:30:00,103,SPY,521,2024-03-20,516.04
734,0.2504,0.28,0.26,0.29,0.23,2024-03-20 14:35:00,94,SPY,521,2024-03-20,515.766
146,0.249,0.26,0.25,0.26,0.24,2024-03-20 14:40:00,32,SPY,521,2024-03-20,515.6913
636,0.2593,0.24,0.25,0.27,0.23,2024-03-20 14:45:00,62,SPY,521,2024-03-20,515.68
135,0.2678,0.26,0.27,0.27,0.26,2024-03-20 14:50:00,41,SPY,521,2024-03-20,515.82
149,0.2695,0.27,0.27,0.28,0.26,2024-03-20 14:55:00,44,SPY,521,2024-03-20,515.87
266,0.2765,0.26,0.28,0.29,0.26,2024-03-20 15:00:00,44,SPY,521,2024-03-20,516.08
187,0.2943,0.29,0.29,0.3,0.28,2024-03-20 15:05:00,54,SPY,521,2024-03-20,516.14
467,0.3026,0.3,0.31,0.32,0.29,2024-03-20 15:10:00,52,SPY,521,2024-03-20,516.28
90,0.3023,0.31,0.31,0.31,0.29,2024-03-20 15:15:00,42,SPY,521,2024-03-20,516.22
95,0.2935,0.3,0.29,0.31,0.28,2024-03-20 15:20:00,25,SPY,521,2024-03-20,516.175
135,0.2938,0.29,0.31,0.31,0.27,2024-03-20 15:25:00,37,SPY,521,2024-03-20,516.21
144,0.2699,0.31,0.25,0.31,0.25,2024-03-20 15:30:00,53,SPY,521,2024-03-20,516.025
174,0.2552,0.27,0.25,0.28,0.25,2024-03-20 15:35:00,28,SPY,521,2024-03-20,515.94
83,0.2603,0.25,0.26,0.27,0.25,2024-03-20 15:40:00,27,SPY,521,2024-03-20,515.855
268,0.25,0.26,0.26,0.26,0.24,2024-03-20 15:45:00,41,SPY,521,2024-03-20,515.68
207,0.268,0.26,0.26,0.27,0.26,2024-03-20 15:50:00,49,SPY,521,2024-03-20,515.81
34,0.2647,0.26,0.27,0.27,0.25,2024-03-20 15:55:00,19,SPY,521,2024-03-20,515.93
59,0.2587,0.26,0.26,0.26,0.25,2024-03-20 16:00:00,18,SPY,521,2024-03-20,515.89
501,0.2372,0.26,0.24,0.26,0.22,2024-03-20 16:05:00,41,SPY,521,2024-03-20,515.7197
130,0.2318,0.24,0.23,0.25,0.22,2024-03-20 16:10:00,31,SPY,521,2024-03-20,515.56
120,0.2316,0.22,0.24,0.24,0.22,2024-03-20 16:15:00,32,SPY,521,2024-03-20,515.67
252,0.2287,0.23,0.24,0.24,0.22,2024-03-20 16:20:00,26,SPY,521,2024-03-20,515.71
56,0.2416,0.24,0.24,0.25,0.23,2024-03-20 16:25:00,16,SPY,521,2024-03-20,515.75
121,0.2151,0.23,0.24,0.24,0.21,2024-03-20 16:30:00,33,SPY,521,2024-03-20,515.565
27,0.2504,0.25,0.26,0.26,0.24,2024-03-20 16:35:00,16,SPY,521,2024-03-20,515.83
257,0.2606,0.25,0.25,0.27,0.25,2024-03-20 16:40:00,25,SPY,521,2024-03-20,515.91
22,0.2655,0.25,0.27,0.27,0.25,2024-03-20 16:45:00,12,SPY,521,2024-03-20,515.97
85,0.2838,0.27,0.3,0.3,0.26,2024-03-20 16:50:00,28,SPY,521,2024-03-20,516.12
82,0.2924,0.3,0.3,0.3,0.28,2024-03-20 16:55:00,26,SPY,521,2024-03-20,516.14
120,0.2754,0.29,0.28,0.3,0.26,2024-03-20 17:00:00,27,SPY,521,2024-03-20,515.946
136,0.2605,0.28,0.26,0.28,0.25,2024-03-20 17:05:00,18,SPY,521,2024-03-20,515.6801
279,0.2352,0.25,0.23,0.26,0.22,2024-03-20 17:10:00,52,SPY,521,2024-03-20,515.4
128,0.2494,0.23,0.25,0.26,0.22,2024-03-20 17:15:00,47,SPY,521,2024-03-20,515.53
126,0.2451,0.25,0.23,0.26,0.23,2024-03-20 17:20:00,26,SPY,521,2024-03-20,515.42
382,0.2472,0.24,0.24,0.26,0.24,2024-03-20 17:25:00,40,SPY,521,2024-03-20,515.425
332,0.2374,0.24,0.27,0.27,0.23,2024-03-20 17:30:00,31,SPY,521,2024-03-20,515.605
522,0.2342,0.26,0.22,0.27,0.22,2024-03-20 17:35:00,68,SPY,521,2024-03-20,515.29
286,0.2193,0.23,0.23,0.23,0.21,2024-03-20 17:40:00,85,SPY,521,2024-03-20,515.26
220,0.2474,0.22,0.28,0.28,0.21,2024-03-20 17:45:00,61,SPY,521,2024-03-20,515.5
613,0.2837,0.28,0.27,0.3,0.27,2024-03-20 17:50:00,90,SPY,521,2024-03-20,515.66
393,0.2702,0.29,0.29,0.29,0.26,2024-03-20 17:55:00,86,SPY,521,2024-03-20,515.48
3579,0.4086,0.28,0.4,0.48,0.26,2024-03-20 18:00:00,650,SPY,521,2024-03-20,517.5199
4243,0.4276,0.42,0.3,0.6,0.27,2024-03-20 18:05:00,682,SPY,521,2024-03-20,516.86
2766,0.3451,0.3,0.31,0.43,0.28,2024-03-20 18:10:00,252,SPY,521,2024-03-20,517.09
