Volume,Volume Weighted,Open Price,Close Price,Highest Price,Lowest Price,Timestamp,Number of Transaction,Stock Name,Strike
3420,0.4311,0.52,0.42,0.53,0.4,2024-03-18 15:10:00,568,SPY,516
3790,0.3711,0.42,0.37,0.42,0.33,2024-03-18 15:15:00,557,SPY,516
2927,0.401,0.37,0.4,0.43,0.35,2024-03-18 15:20:00,356,SPY,516
2230,0.3849,0.41,0.41,0.42,0.36,2024-03-18 15:25:00,248,SPY,516
3825,0.3109,0.41,0.28,0.42,0.26,2024-03-18 15:30:00,584,SPY,516
3669,0.3193,0.29,0.34,0.36,0.27,2024-03-18 15:35:00,350,SPY,516
1960,0.3297,0.34,0.35,0.35,0.3,2024-03-18 15:40:00,180,SPY,516
2460,0.3075,0.35,0.29,0.36,0.27,2024-03-18 15:45:00,192,SPY,516
3230,0.2551,0.3,0.25,0.31,0.22,2024-03-18 15:50:00,367,SPY,516
2453,0.2657,0.25,0.28,0.28,0.23,2024-03-18 15:55:00,227,SPY,516
1812,0.229,0.27,0.22,0.27,0.2,2024-03-18 16:00:00,263,SPY,516
1649,0.2453,0.21,0.25,0.26,0.2,2024-03-18 16:05:00,203,SPY,516
2583,0.2871,0.24,0.32,0.33,0.24,2024-03-18 16:10:00,371,SPY,516
1177,0.2884,0.32,0.29,0.32,0.26,2024-03-18 16:15:00,233,SPY,516
638,0.2755,0.28,0.27,0.3,0.25,2024-03-18 16:20:00,159,SPY,516
1034,0.2432,0.26,0.25,0.28,0.22,2024-03-18 16:25:00,184,SPY,516
863,0.2235,0.26,0.23,0.26,0.21,2024-03-18 16:30:00,178,SPY,516
817,0.2247,0.23,0.21,0.24,0.21,2024-03-18 16:35:00,118,SPY,516
1474,0.2271,0.22,0.26,0.26,0.2,2024-03-18 16:40:00,190,SPY,516
853,0.2326,0.24,0.2,0.26,0.2,2024-03-18 16:45:00,129,SPY,516
5512,0.1714,0.2,0.17,0.21,0.15,2024-03-18 16:50:00,523,SPY,516
2032,0.159,0.16,0.16,0.17,0.15,2024-03-18 16:55:00,206,SPY,516
1901,0.156,0.15,0.16,0.18,0.14,2024-03-18 17:00:00,253,SPY,516
1753,0.169,0.15,0.17,0.18,0.15,2024-03-18 17:05:00,155,SPY,516
1442,0.1624,0.17,0.15,0.17,0.15,2024-03-18 17:10:00,123,SPY,516
1105,0.1563,0.16,0.15,0.16,0.14,2024-03-18 17:15:00,106,SPY,516
1312,0.1843,0.16,0.19,0.19,0.16,2024-03-18 17:20:00,188,SPY,516
1505,0.2001,0.19,0.22,0.22,0.18,2024-03-18 17:25:00,212,SPY,516
1013,0.1959,0.22,0.16,0.22,0.16,2024-03-18 17:30:00,186,SPY,516
2249,0.134,0.17,0.12,0.17,0.12,2024-03-18 17:35:00,260,SPY,516
3426,0.1168,0.12,0.11,0.13,0.11,2024-03-18 17:40:00,200,SPY,516
1967,0.1086,0.12,0.12,0.12,0.1,2024-03-18 17:45:00,152,SPY,516
484,0.1179,0.12,0.1,0.13,0.1,2024-03-18 17:50:00,73,SPY,516
743,0.1235,0.11,0.13,0.14,0.1,2024-03-18 17:55:00,88,SPY,516
573,0.1322,0.14,0.14,0.14,0.11,2024-03-18 18:00:00,69,SPY,516
455,0.122,0.14,0.14,0.15,0.11,2024-03-18 18:05:00,74,SPY,516
3179,0.1445,0.13,0.12,0.16,0.12,2024-03-18 18:10:00,197,SPY,516
498,0.1377,0.12,0.15,0.15,0.12,2024-03-18 18:15:00,93,SPY,516
809,0.1301,0.15,0.13,0.15,0.12,2024-03-18 18:20:00,79,SPY,516
2576,0.1709,0.14,0.19,0.19,0.13,2024-03-18 18:25:00,220,SPY,516
2372,0.1659,0.17,0.16,0.19,0.16,2024-03-18 18:30:00,188,SPY,516
1592,0.156,0.17,0.16,0.18,0.14,2024-03-18 18:35:00,142,SPY,516
2572,0.109,0.16,0.09,0.16,0.07,2024-03-18 18:40:00,422,SPY,516
1139,0.0873,0.09,0.09,0.1,0.08,2024-03-18 18:45:00,144,SPY,516
554,0.0878,0.09,0.1,0.1,0.08,2024-03-18 18:50:00,98,SPY,516
510,0.088,0.09,0.09,0.1,0.08,2024-03-18 18:55:00,67,SPY,516
844,0.0875,0.09,0.09,0.09,0.08,2024-03-18 19:00:00,78,SPY,516
1731,0.0848,0.08,0.1,0.12,0.08,2024-03-18 19:05:00,131,SPY,516
469,0.0974,0.09,0.09,0.11,0.09,2024-03-18 19:10:00,102,SPY,516
1193,0.0905,0.09,0.09,0.1,0.08,2024-03-18 19:15:00,130,SPY,516
1467,0.084,0.09,0.09,0.1,0.08,2024-03-18 19:20:00,140,SPY,516
1707,0.0672,0.08,0.06,0.09,0.06,2024-03-18 19:25:00,194,SPY,516
3681,0.0661,0.06,0.07,0.08,0.05,2024-03-18 19:30:00,617,SPY,516
2490,0.047,0.06,0.04,0.07,0.04,2024-03-18 19:35:00,163,SPY,516
2452,0.037,0.04,0.03,0.05,0.03,2024-03-18 19:40:00,117,SPY,516
1369,0.0312,0.04,0.03,0.04,0.03,2024-03-18 19:45:00,123,SPY,516
1311,0.0165,0.03,0.01,0.03,0.01,2024-03-18 19:50:00,156,SPY,516
1853,0.0105,0.01,0.01,0.02,0.01,2024-03-18 19:55:00,75,SPY,516
10557,0.2905,0.23,0.36,0.38,0.2,2024-03-18 13:30:00,1118,SPY,517
5576,0.3277,0.36,0.26,0.38,0.26,2024-03-18 13:35:00,647,SPY,517
2981,0.3061,0.26,0.27,0.35,0.26,2024-03-18 13:40:00,430,SPY,517
2513,0.2596,0.27,0.23,0.32,0.21,2024-03-18 13:45:00,488,SPY,517
1873,0.2231,0.23,0.22,0.25,0.2,2024-03-18 13:50:00,298,SPY,517
2399,0.1965,0.22,0.18,0.23,0.17,2024-03-18 13:55:00,319,SPY,517
1352,0.1962,0.18,0.2,0.21,0.17,2024-03-18 14:00:00,244,SPY,517
3780,0.2329,0.21,0.24,0.26,0.18,2024-03-18 14:05:00,483,SPY,517
3554,0.2764,0.25,0.24,0.31,0.23,2024-03-18 14:10:00,584,SPY,517
1903,0.2566,0.25,0.27,0.3,0.23,2024-03-18 14:15:00,270,SPY,517
2958,0.3113,0.28,0.36,0.36,0.27,2024-03-18 14:20:00,437,SPY,517
6747,0.3714,0.35,0.32,0.42,0.3,2024-03-18 14:25:00,1025,SPY,517
4949,0.3004,0.33,0.3,0.34,0.25,2024-03-18 14:30:00,514,SPY,517
1408,0.3145,0.29,0.3,0.34,0.28,2024-03-18 14:35:00,277,SPY,517
1057,0.2991,0.3,0.26,0.33,0.26,2024-03-18 14:40:00,259,SPY,517
2705,0.2751,0.27,0.3,0.32,0.23,2024-03-18 14:45:00,348,SPY,517
1120,0.2773,0.29,0.29,0.3,0.25,2024-03-18 14:50:00,160,SPY,517
1321,0.2624,0.29,0.28,0.29,0.24,2024-03-18 14:55:00,194,SPY,517
2316,0.2613,0.28,0.25,0.31,0.22,2024-03-18 15:00:00,290,SPY,517
1456,0.2303,0.24,0.25,0.26,0.2,2024-03-18 15:05:00,249,SPY,517
1417,0.1977,0.24,0.18,0.25,0.18,2024-03-18 15:10:00,309,SPY,517
2709,0.1647,0.18,0.16,0.19,0.15,2024-03-18 15:15:00,283,SPY,517
1716,0.1712,0.16,0.17,0.19,0.15,2024-03-18 15:20:00,191,SPY,517
529,0.1718,0.17,0.19,0.19,0.15,2024-03-18 15:25:00,106,SPY,517
2147,0.1351,0.18,0.12,0.19,0.11,2024-03-18 15:30:00,289,SPY,517
1417,0.1358,0.12,0.15,0.15,0.11,2024-03-18 15:35:00,162,SPY,517
287,0.1403,0.14,0.14,0.15,0.13,2024-03-18 15:40:00,82,SPY,517
574,0.1324,0.15,0.11,0.15,0.11,2024-03-18 15:45:00,105,SPY,517
1315,0.0971,0.12,0.1,0.12,0.09,2024-03-18 15:50:00,201,SPY,517
607,0.1015,0.09,0.11,0.12,0.09,2024-03-18 15:55:00,118,SPY,517
1028,0.0906,0.1,0.08,0.11,0.08,2024-03-18 16:00:00,133,SPY,517
517,0.092,0.08,0.11,0.11,0.08,2024-03-18 16:05:00,91,SPY,517
565,0.1146,0.1,0.13,0.14,0.1,2024-03-18 16:10:00,130,SPY,517
411,0.1158,0.14,0.12,0.14,0.1,2024-03-18 16:15:00,78,SPY,517
213,0.1142,0.11,0.1,0.12,0.1,2024-03-18 16:20:00,55,SPY,517
370,0.1003,0.11,0.1,0.11,0.09,2024-03-18 16:25:00,74,SPY,517
875,0.0901,0.11,0.09,0.11,0.08,2024-03-18 16:30:00,76,SPY,517
471,0.088,0.08,0.09,0.1,0.08,2024-03-18 16:35:00,67,SPY,517
675,0.0912,0.09,0.09,0.1,0.08,2024-03-18 16:40:00,85,SPY,517
358,0.0932,0.09,0.09,0.1,0.08,2024-03-18 16:45:00,52,SPY,517
1275,0.0673,0.09,0.06,0.09,0.06,2024-03-18 16:50:00,204,SPY,517
1471,0.0618,0.06,0.07,0.07,0.06,2024-03-18 16:55:00,99,SPY,517
854,0.0613,0.05,0.06,0.07,0.05,2024-03-18 17:00:00,72,SPY,517
817,0.07,0.06,0.07,0.08,0.06,2024-03-18 17:05:00,86,SPY,517
133,0.067,0.07,0.06,0.07,0.06,2024-03-18 17:10:00,50,SPY,517
385,0.0666,0.06,0.07,0.07,0.06,2024-03-18 17:15:00,40,SPY,517
425,0.0736,0.07,0.08,0.08,0.07,2024-03-18 17:20:00,77,SPY,517
428,0.0793,0.08,0.09,0.09,0.07,2024-03-18 17:25:00,60,SPY,517
1372,0.0794,0.09,0.06,0.09,0.06,2024-03-18 17:30:00,86,SPY,517
661,0.0557,0.07,0.05,0.07,0.05,2024-03-18 17:35:00,98,SPY,517
341,0.049,0.05,0.05,0.06,0.04,2024-03-18 17:40:00,64,SPY,517
169,0.0438,0.05,0.05,0.05,0.04,2024-03-18 17:45:00,49,SPY,517
499,0.0426,0.05,0.05,0.05,0.04,2024-03-18 17:50:00,50,SPY,517
247,0.0476,0.04,0.05,0.05,0.04,2024-03-18 17:55:00,24,SPY,517
169,0.0489,0.04,0.04,0.05,0.04,2024-03-18 18:00:00,29,SPY,517
2772,0.0496,0.05,0.06,0.06,0.04,2024-03-18 18:05:00,59,SPY,517
4034,0.0505,0.06,0.05,0.06,0.05,2024-03-18 18:10:00,92,SPY,517
5535,0.0501,0.05,0.05,0.06,0.04,2024-03-18 18:15:00,70,SPY,517
1905,0.0502,0.05,0.06,0.06,0.05,2024-03-18 18:20:00,59,SPY,517
1576,0.0604,0.06,0.07,0.07,0.05,2024-03-18 18:25:00,68,SPY,517
1591,0.0601,0.06,0.06,0.07,0.06,2024-03-18 18:30:00,65,SPY,517
1271,0.0645,0.07,0.06,0.07,0.06,2024-03-18 18:35:00,65,SPY,517
1478,0.037,0.06,0.03,0.06,0.03,2024-03-18 18:40:00,151,SPY,517
455,0.0368,0.04,0.03,0.04,0.03,2024-03-18 18:45:00,58,SPY,517
1192,0.0302,0.03,0.03,0.04,0.03,2024-03-18 18:50:00,45,SPY,517
206,0.0307,0.03,0.03,0.04,0.03,2024-03-18 18:55:00,32,SPY,517
292,0.0305,0.04,0.03,0.04,0.03,2024-03-18 19:00:00,41,SPY,517
815,0.038,0.03,0.04,0.04,0.03,2024-03-18 19:05:00,52,SPY,517
251,0.0322,0.03,0.03,0.04,0.03,2024-03-18 19:10:00,39,SPY,517
665,0.035,0.03,0.06,0.06,0.03,2024-03-18 19:15:00,67,SPY,517
413,0.0304,0.03,0.03,0.04,0.03,2024-03-18 19:20:00,68,SPY,517
1204,0.0283,0.03,0.02,0.04,0.02,2024-03-18 19:25:00,96,SPY,517
3612,0.0204,0.02,0.03,0.03,0.02,2024-03-18 19:30:00,542,SPY,517
1094,0.0225,0.03,0.02,0.03,0.01,2024-03-18 19:35:00,58,SPY,517
391,0.0117,0.01,0.01,0.02,0.01,2024-03-18 19:40:00,26,SPY,517
784,0.0121,0.02,0.01,0.02,0.01,2024-03-18 19:45:00,70,SPY,517
5102,0.0101,0.01,0.01,0.06,0.01,2024-03-18 19:50:00,59,SPY,517
120,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:55:00,14,SPY,517
6015,0.1531,0.1,0.19,0.2,0.1,2024-03-18 13:30:00,574,SPY,518
5357,0.1627,0.19,0.13,0.2,0.13,2024-03-18 13:35:00,440,SPY,518
1615,0.141,0.14,0.13,0.17,0.13,2024-03-18 13:40:00,215,SPY,518
1826,0.1192,0.14,0.11,0.15,0.1,2024-03-18 13:45:00,242,SPY,518
765,0.1097,0.12,0.1,0.12,0.1,2024-03-18 13:50:00,167,SPY,518
3706,0.1011,0.11,0.09,0.11,0.08,2024-03-18 13:55:00,169,SPY,518
1321,0.0929,0.09,0.09,0.1,0.08,2024-03-18 14:00:00,185,SPY,518
3154,0.113,0.09,0.12,0.12,0.08,2024-03-18 14:05:00,242,SPY,518
2283,0.1353,0.12,0.12,0.15,0.11,2024-03-18 14:10:00,284,SPY,518
1798,0.1205,0.11,0.13,0.14,0.11,2024-03-18 14:15:00,156,SPY,518
5245,0.1374,0.14,0.17,0.17,0.13,2024-03-18 14:20:00,231,SPY,518
4561,0.18,0.16,0.14,0.2,0.13,2024-03-18 14:25:00,391,SPY,518
2076,0.1361,0.15,0.13,0.15,0.11,2024-03-18 14:30:00,264,SPY,518
1864,0.1352,0.13,0.14,0.15,0.12,2024-03-18 14:35:00,148,SPY,518
750,0.1336,0.13,0.11,0.15,0.11,2024-03-18 14:40:00,141,SPY,518
874,0.1151,0.11,0.14,0.14,0.1,2024-03-18 14:45:00,179,SPY,518
703,0.1219,0.14,0.13,0.14,0.11,2024-03-18 14:50:00,70,SPY,518
2749,0.1114,0.13,0.12,0.13,0.1,2024-03-18 14:55:00,132,SPY,518
763,0.1033,0.12,0.09,0.13,0.09,2024-03-18 15:00:00,135,SPY,518
362,0.0966,0.08,0.1,0.11,0.08,2024-03-18 15:05:00,81,SPY,518
455,0.0815,0.1,0.07,0.11,0.07,2024-03-18 15:10:00,119,SPY,518
672,0.0668,0.08,0.07,0.08,0.06,2024-03-18 15:15:00,136,SPY,518
597,0.0686,0.06,0.07,0.08,0.06,2024-03-18 15:20:00,66,SPY,518
594,0.0685,0.08,0.07,0.08,0.06,2024-03-18 15:25:00,58,SPY,518
346,0.0551,0.08,0.05,0.08,0.05,2024-03-18 15:30:00,79,SPY,518
329,0.0562,0.05,0.06,0.06,0.05,2024-03-18 15:35:00,60,SPY,518
213,0.0536,0.05,0.05,0.06,0.05,2024-03-18 15:40:00,46,SPY,518
263,0.0555,0.06,0.05,0.07,0.04,2024-03-18 15:45:00,44,SPY,518
443,0.0417,0.04,0.04,0.05,0.04,2024-03-18 15:50:00,83,SPY,518
404,0.0479,0.05,0.05,0.05,0.04,2024-03-18 15:55:00,76,SPY,518
1192,0.0328,0.04,0.03,0.05,0.03,2024-03-18 16:00:00,70,SPY,518
276,0.0388,0.04,0.03,0.04,0.03,2024-03-18 16:05:00,40,SPY,518
1915,0.0413,0.04,0.05,0.05,0.04,2024-03-18 16:10:00,90,SPY,518
1668,0.0499,0.06,0.05,0.06,0.04,2024-03-18 16:15:00,38,SPY,518
61,0.0459,0.05,0.05,0.05,0.04,2024-03-18 16:20:00,31,SPY,518
1467,0.0401,0.04,0.05,0.05,0.03,2024-03-18 16:25:00,32,SPY,518
156,0.0374,0.05,0.03,0.05,0.03,2024-03-18 16:30:00,21,SPY,518
81,0.0352,0.03,0.04,0.04,0.03,2024-03-18 16:35:00,30,SPY,518
221,0.0339,0.03,0.04,0.04,0.03,2024-03-18 16:40:00,40,SPY,518
77,0.0308,0.04,0.03,0.04,0.03,2024-03-18 16:45:00,12,SPY,518
545,0.027,0.03,0.03,0.03,0.02,2024-03-18 16:50:00,82,SPY,518
302,0.0209,0.02,0.02,0.03,0.02,2024-03-18 16:55:00,39,SPY,518
295,0.0258,0.02,0.02,0.04,0.02,2024-03-18 17:00:00,41,SPY,518
208,0.0277,0.03,0.02,0.03,0.02,2024-03-18 17:05:00,15,SPY,518
94,0.0223,0.02,0.02,0.03,0.02,2024-03-18 17:10:00,15,SPY,518
115,0.0219,0.03,0.03,0.03,0.02,2024-03-18 17:15:00,10,SPY,518
74,0.0297,0.03,0.03,0.03,0.02,2024-03-18 17:20:00,18,SPY,518
6016,0.03,0.03,0.03,0.04,0.02,2024-03-18 17:25:00,80,SPY,518
3889,0.0301,0.04,0.03,0.04,0.02,2024-03-18 17:30:00,50,SPY,518
514,0.0205,0.02,0.02,0.03,0.02,2024-03-18 17:35:00,44,SPY,518
1019,0.02,0.02,0.02,0.03,0.01,2024-03-18 17:40:00,36,SPY,518
219,0.0201,0.02,0.02,0.03,0.02,2024-03-18 17:45:00,16,SPY,518
21,0.02,0.02,0.02,0.02,0.02,2024-03-18 17:50:00,2,SPY,518
779,0.0274,0.03,0.02,0.03,0.02,2024-03-18 17:55:00,30,SPY,518
64,0.0269,0.02,0.02,0.03,0.02,2024-03-18 18:00:00,15,SPY,518
114,0.02,0.02,0.02,0.02,0.02,2024-03-18 18:05:00,14,SPY,518
47,0.0289,0.02,0.03,0.03,0.02,2024-03-18 18:10:00,8,SPY,518
36,0.0206,0.02,0.02,0.03,0.02,2024-03-18 18:15:00,8,SPY,518
351,0.0205,0.02,0.03,0.03,0.02,2024-03-18 18:20:00,14,SPY,518
458,0.029,0.02,0.03,0.03,0.02,2024-03-18 18:25:00,38,SPY,518
53,0.0253,0.03,0.02,0.03,0.02,2024-03-18 18:30:00,24,SPY,518
149,0.0219,0.02,0.02,0.03,0.02,2024-03-18 18:35:00,19,SPY,518
1096,0.0206,0.02,0.02,0.03,0.02,2024-03-18 18:40:00,54,SPY,518
264,0.0187,0.02,0.02,0.02,0.01,2024-03-18 18:45:00,25,SPY,518
740,0.0114,0.01,0.02,0.02,0.01,2024-03-18 18:50:00,19,SPY,518
111,0.0127,0.02,0.01,0.02,0.01,2024-03-18 18:55:00,13,SPY,518
76,0.0111,0.01,0.01,0.02,0.01,2024-03-18 19:00:00,16,SPY,518
758,0.0153,0.01,0.01,0.02,0.01,2024-03-18 19:05:00,21,SPY,518
61,0.0128,0.02,0.01,0.02,0.01,2024-03-18 19:10:00,16,SPY,518
930,0.0105,0.01,0.01,0.02,0.01,2024-03-18 19:15:00,55,SPY,518
2165,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:20:00,47,SPY,518
496,0.0103,0.01,0.01,0.02,0.01,2024-03-18 19:25:00,41,SPY,518
3203,0.01,0.01,0.01,0.02,0.01,2024-03-18 19:30:00,456,SPY,518
4597,0.01,0.01,0.01,0.02,0.01,2024-03-18 19:35:00,51,SPY,518
1695,0.0189,0.01,0.03,0.03,0.01,2024-03-18 19:40:00,40,SPY,518
406,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:45:00,47,SPY,518
16,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:50:00,3,SPY,518
44,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:55:00,7,SPY,518
2284,0.0754,0.06,0.09,0.1,0.05,2024-03-18 13:30:00,320,SPY,519
1182,0.0829,0.09,0.06,0.1,0.06,2024-03-18 13:35:00,197,SPY,519
2620,0.0699,0.06,0.06,0.08,0.06,2024-03-18 13:40:00,144,SPY,519
967,0.0612,0.07,0.05,0.08,0.05,2024-03-18 13:45:00,139,SPY,519
449,0.0553,0.05,0.06,0.06,0.05,2024-03-18 13:50:00,56,SPY,519
1330,0.0514,0.06,0.04,0.06,0.04,2024-03-18 13:55:00,66,SPY,519
786,0.0427,0.05,0.04,0.05,0.03,2024-03-18 14:00:00,54,SPY,519
5309,0.0504,0.05,0.06,0.06,0.04,2024-03-18 14:05:00,110,SPY,519
15981,0.0601,0.06,0.06,0.07,0.05,2024-03-18 14:10:00,183,SPY,519
2016,0.0596,0.05,0.05,0.07,0.05,2024-03-18 14:15:00,63,SPY,519
5684,0.0595,0.05,0.07,0.07,0.05,2024-03-18 14:20:00,112,SPY,519
17224,0.0762,0.07,0.06,0.09,0.06,2024-03-18 14:25:00,240,SPY,519
1636,0.0621,0.06,0.06,0.07,0.05,2024-03-18 14:30:00,84,SPY,519
2434,0.0603,0.06,0.06,0.07,0.05,2024-03-18 14:35:00,73,SPY,519
393,0.0567,0.06,0.05,0.06,0.05,2024-03-18 14:40:00,57,SPY,519
2873,0.05,0.05,0.06,0.06,0.04,2024-03-18 14:45:00,89,SPY,519
5192,0.05,0.06,0.05,0.06,0.04,2024-03-18 14:50:00,52,SPY,519
2789,0.0498,0.05,0.05,0.06,0.04,2024-03-18 14:55:00,55,SPY,519
7495,0.0488,0.05,0.04,0.06,0.04,2024-03-18 15:00:00,109,SPY,519
420,0.0407,0.03,0.05,0.05,0.03,2024-03-18 15:05:00,42,SPY,519
1249,0.0398,0.04,0.03,0.05,0.03,2024-03-18 15:10:00,52,SPY,519
332,0.0304,0.04,0.03,0.04,0.02,2024-03-18 15:15:00,39,SPY,519
149,0.0283,0.02,0.03,0.03,0.02,2024-03-18 15:20:00,22,SPY,519
116,0.0266,0.02,0.02,0.03,0.02,2024-03-18 15:25:00,14,SPY,519
76,0.0205,0.02,0.02,0.03,0.02,2024-03-18 15:30:00,23,SPY,519
227,0.021,0.02,0.03,0.03,0.02,2024-03-18 15:35:00,13,SPY,519
34,0.0218,0.02,0.03,0.03,0.02,2024-03-18 15:40:00,11,SPY,519
82,0.02,0.02,0.02,0.02,0.02,2024-03-18 15:45:00,18,SPY,519
295,0.0202,0.03,0.02,0.03,0.01,2024-03-18 15:50:00,32,SPY,519
46,0.022,0.02,0.03,0.03,0.02,2024-03-18 15:55:00,14,SPY,519
645,0.0198,0.02,0.02,0.03,0.01,2024-03-18 16:00:00,37,SPY,519
53,0.0147,0.01,0.01,0.02,0.01,2024-03-18 16:05:00,11,SPY,519
209,0.012,0.02,0.02,0.02,0.01,2024-03-18 16:10:00,18,SPY,519
117,0.0196,0.02,0.02,0.02,0.01,2024-03-18 16:15:00,16,SPY,519
29,0.0114,0.02,0.01,0.02,0.01,2024-03-18 16:20:00,8,SPY,519
3,0.01,0.01,0.01,0.01,0.01,2024-03-18 16:25:00,3,SPY,519
116,0.0167,0.02,0.02,0.02,0.01,2024-03-18 16:30:00,14,SPY,519
21,0.01,0.01,0.01,0.01,0.01,2024-03-18 16:35:00,2,SPY,519
99,0.0196,0.01,0.02,0.02,0.01,2024-03-18 16:40:00,8,SPY,519
126,0.0186,0.02,0.02,0.02,0.01,2024-03-18 16:45:00,8,SPY,519
349,0.0173,0.02,0.01,0.02,0.01,2024-03-18 16:50:00,16,SPY,519
409,0.0125,0.02,0.01,0.02,0.01,2024-03-18 16:55:00,15,SPY,519
72,0.0163,0.01,0.02,0.02,0.01,2024-03-18 17:00:00,12,SPY,519
53,0.0157,0.01,0.01,0.02,0.01,2024-03-18 17:05:00,14,SPY,519
18,0.0111,0.02,0.01,0.02,0.01,2024-03-18 17:10:00,6,SPY,519
133,0.01,0.01,0.01,0.01,0.01,2024-03-18 17:15:00,7,SPY,519
11,0.0154,0.02,0.01,0.02,0.01,2024-03-18 17:20:00,6,SPY,519
114,0.019,0.01,0.02,0.02,0.01,2024-03-18 17:25:00,15,SPY,519
18,0.0156,0.02,0.01,0.02,0.01,2024-03-18 17:30:00,5,SPY,519
37,0.0138,0.01,0.01,0.02,0.01,2024-03-18 17:35:00,12,SPY,519
173,0.0134,0.01,0.01,0.02,0.01,2024-03-18 17:40:00,16,SPY,519
1212,0.01,0.01,0.01,0.01,0.01,2024-03-18 17:45:00,16,SPY,519
34,0.0106,0.01,0.01,0.02,0.01,2024-03-18 17:50:00,9,SPY,519
5,0.01,0.01,0.01,0.01,0.01,2024-03-18 17:55:00,4,SPY,519
39,0.0108,0.01,0.01,0.02,0.01,2024-03-18 18:00:00,15,SPY,519
6,0.0117,0.01,0.01,0.02,0.01,2024-03-18 18:05:00,4,SPY,519
6,0.0133,0.01,0.02,0.02,0.01,2024-03-18 18:10:00,5,SPY,519
1,0.01,0.01,0.01,0.01,0.01,2024-03-18 18:15:00,1,SPY,519
64,0.0159,0.01,0.01,0.02,0.01,2024-03-18 18:20:00,11,SPY,519
27,0.0107,0.01,0.01,0.02,0.01,2024-03-18 18:25:00,17,SPY,519
478,0.0103,0.01,0.01,0.02,0.01,2024-03-18 18:30:00,10,SPY,519
105,0.0196,0.01,0.02,0.02,0.01,2024-03-18 18:35:00,9,SPY,519
446,0.0107,0.01,0.01,0.02,0.01,2024-03-18 18:40:00,30,SPY,519
543,0.01,0.01,0.01,0.01,0.01,2024-03-18 18:45:00,20,SPY,519
623,0.01,0.01,0.01,0.01,0.01,2024-03-18 18:50:00,3,SPY,519
11,0.01,0.01,0.01,0.01,0.01,2024-03-18 18:55:00,5,SPY,519
22,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:00:00,4,SPY,519
70,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:05:00,5,SPY,519
35,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:10:00,4,SPY,519
20,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:15:00,2,SPY,519
73,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:20:00,3,SPY,519
21,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:25:00,6,SPY,519
12,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:30:00,7,SPY,519
104,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:35:00,3,SPY,519
747,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:40:00,12,SPY,519
1,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:45:00,1,SPY,519
1,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:50:00,1,SPY,519
21,0.01,0.01,0.01,0.01,0.01,2024-03-18 19:55:00,5,SPY,519
4324,0.0386,0.01,0.04,0.05,0.01,2024-03-18 13:30:00,274,SPY,520
4711,0.0412,0.04,0.03,0.05,0.03,2024-03-18 13:35:00,163,SPY,520
533,0.0356,0.03,0.03,0.04,0.03,2024-03-18 13:40:00,87,SPY,520
2411,0.0315,0.03,0.04,0.08,0.03,2024-03-18 13:45:00,100,SPY,520
402,0.0304,0.03,0.03,0.04,0.02,2024-03-18 13:50:00,51,SPY,520
1837,0.0261,0.03,0.02,0.04,0.02,2024-03-18 13:55:00,57,SPY,520
259,0.0235,0.02,0.02,0.03,0.02,2024-03-18 14:00:00,44,SPY,520
163,0.0268,0.03,0.03,0.03,0.02,2024-03-18 14:05:00,34,SPY,520
450,0.0292,0.03,0.03,0.03,0.02,2024-03-18 14:10:00,53,SPY,520
195,0.0281,0.03,0.02,0.03,0.02,2024-03-18 14:15:00,28,SPY,520
1643,0.0293,0.03,0.03,0.03,0.02,2024-03-18 14:20:00,35,SPY,520
2458,0.0351,0.03,0.03,0.04,0.03,2024-03-18 14:25:00,63,SPY,520
1357,0.0305,0.03,0.02,0.04,0.02,2024-03-18 14:30:00,71,SPY,520
410,0.0255,0.03,0.03,0.03,0.02,2024-03-18 14:35:00,23,SPY,520
1404,0.0216,0.03,0.02,0.03,0.02,2024-03-18 14:40:00,34,SPY,520
2969,0.0201,0.02,0.03,0.03,0.02,2024-03-18 14:45:00,29,SPY,520
149,0.0223,0.03,0.02,0.03,0.02,2024-03-18 14:50:00,17,SPY,520
87,0.0201,0.02,0.02,0.03,0.02,2024-03-18 14:55:00,14,SPY,520
97,0.0215,0.03,0.02,0.03,0.01,2024-03-18 15:00:00,25,SPY,520
423,0.0203,0.02,0.03,0.03,0.02,2024-03-18 15:05:00,12,SPY,520
759,0.02,0.03,0.01,0.03,0.01,2024-03-18 15:10:00,29,SPY,520
104,0.0113,0.02,0.01,0.02,0.01,2024-03-18 15:15:00,11,SPY,520
168,0.0186,0.02,0.02,0.02,0.01,2024-03-18 15:20:00,12,SPY,520
