Timestamp,SPY Opening Price,QQQ Opening Price,VXX Opening Price,DIA Opening Price,SPY Closing Price,QQQ Closing Price,VXX Closing Price,DIA Closing Price,SPY 5D Avg Volume,SPY 3D Avg Volume,SPY 1D Avg Volume,QQQ 5D Avg Volume,QQQ 3D Avg Volume,QQQ 1D Avg Volume,VXX 5D Avg Volume,VXX 3D Avg Volume,VXX 1D Avg Volume,DIA 5D Avg Volume,DIA 3D Avg Volume,DIA 1D Avg Volume,SPY 5D Stock Change,SPY 3D Stock Change,SPY 1D Stock Change,QQQ 5D Stock Change,QQQ 3D Stock Change,QQQ 1D Stock Change,VXX 5D Stock Change,VXX 3D Stock Change,VXX 1D Stock Change,DIA 5D Stock Change,DIA 3D Stock Change,DIA 1D Stock Change,SPY Strike,SPY Open CC,SPY Close CC
2022-04-28,420.73,321.02,105.6796,333.82,427.04,327.39,104.72,338.8,112680609.8,115204650.0,106346407.12941177,95390560.4,106222449.66666667,76661208.36470588,1165524.0,1353511.8333333333,11798836.40882353,6709103.2,7106927.333333333,6842597.788235294,-0.07,-0.01,0,-0.09,-0.02,0,0.1,0.04,0,-0.06,-0.01,0,421,0.0,0.0
2022-04-29,423.31,323.9,105.4,337.49,412.76,314.01,111.08,330.56,116672212.0,110450880.0,106335115.62790698,100038250.2,105324416.66666667,76920517.06976745,1286669.75,1322870.75,11676334.994186046,6827980.8,6826063.0,6832381.476744186,-0.02,0.0,0,-0.02,0.01,0,0.05,0.03,0,-0.02,0.0,0,424,1.78,0.01
2022-05-02,409.32,310.4414,113.76,328.06,411.55,315.7,111.4,328.99,119260075.2,124222472.0,106783115.31034483,101915993.0,100705593.33333333,77093279.62068966,1373441.55,1441384.0,11559859.390804598,6756085.2,6451340.0,6828510.988505747,-0.02,-0.01,0,-0.03,-0.02,0,0.08,0.09,0,-0.01,-0.01,0,410,2.52,3.6
2022-05-03,413.78,316.49,108.7208,330.2,414.81,317.34,107.56,330.08,126995250.8,151811807.0,107368676.79545455,104510695.8,103290114.5,77519826.10227273,1366074.4,1430879.875,11443483.741477273,7233811.4,7845434.0,6855405.3977272725,-0.03,-0.03,0,-0.03,-0.03,0,0.09,0.06,0,-0.03,-0.03,0,414,0.0,0.0
2022-05-04,416.17,318.14,106.4,331.19,427.8457,328.5359,99.68,339.9537,126198686.4,134545701.33333334,107286034.24719101,98982963.4,94916298.66666667,77527116.4494382,1251676.6,1159062.8333333333,11321820.202247191,6920056.2,7247303.333333333,6846367.606741573,-0.01,-0.02,0,-0.01,-0.02,0,0.05,0.02,0,-0.01,-0.02,0,417,3.03,12.0
2022-05-05,423.5,323.35,101.08,337.4,409.91,310.08,108.68,327.11,130652067.4,134191303.66666667,107696721.58888888,99945409.6,102938144.0,77954775.1,1183235.8,1036502.25,11209080.819444444,7652765.6,8601394.666666666,6887607.111111111,0.02,0.05,0,0.02,0.06,0,-0.06,-0.12,0,0.02,0.04,0,424,0.0,0.0
2022-05-06,407.86,306.64,111.16,326.1,410.62,308.55,108.1544,328.45,144162821.0,139063497.0,108413560.97802198,110848047.6,115886669.66666667,78784667.0989011,1316908.7,1240927.9166666667,11107135.747252747,8280196.8,8570038.666666666,6911931.769230769,-0.03,-0.01,0,-0.04,-0.02,0,0.03,-0.0,0,-0.03,-0.01,0,408,3.16,4.55
2022-05-09,404.4,303.83,111.76,324.34,397.37,296.3,112.68,322.07,145449865.6,156307770.66666666,108884569.13043478,120225266.8,136109432.33333334,79437409.35869566,1301573.5,1524545.5,11002343.85326087,9109907.8,10101092.666666666,6952499.945652174,0.0,-0.01,0,-0.01,-0.03,0,-0.05,0.02,0,0.0,-0.01,0,405,2.81,0.02
2022-05-10,403.44,302.68,107.12,326.39,398.08,300.14,109.32,320.89,144901573.8,153658689.0,109386574.48387097,119832521.2,125751298.5,79794702.1827957,1261486.45,1292324.25,10896064.532258065,8834307.4,9230710.5,6961797.978494624,-0.04,-0.03,0,-0.06,-0.03,0,0.04,0.01,0,-0.02,-0.01,0,404,0.0,0.0
2022-05-11,396.21,296.01,109.64,320.06,392.4,291.395,109.2,318.47,151398315.8,146604859.33333334,109632432.20212767,129007147.8,125181465.66666667,80265415.9893617,1365827.3,1240593.8333333333,10792246.111702127,9166700.8,8724810.0,6969789.585106383,-0.04,-0.02,0,-0.06,-0.02,0,0.03,-0.02,0,-0.03,-0.02,0,397,2.98,0.06
2022-05-12,387.11,285.36,110.12,315.1,389.11,288.4201,108.48,315.33,151020935.2,143476419.66666666,109976943.35789473,133725448.4,125438446.66666667,80890073.69473684,1267978.55,980510.6666666666,10685864.910526317,8930065.0,8301656.666666667,6995104.894736842,-0.07,-0.03,0,-0.1,-0.04,0,0.08,-0.02,0,-0.06,-0.02,0,388,0.0,0.0
2022-05-13,395.61,294.0825,105.04,319.5,400.6,300.933,103.96,321.61,141453264.6,133316315.0,110134378.875,127137389.0,128061449.33333333,81303038.03125,1064515.3,912642.6666666666,10584082.598958334,8467999.2,7959525.0,6992976.947916667,-0.05,-0.04,0,-0.06,-0.05,0,-0.02,0.01,0,-0.03,-0.03,0,396,2.87,5.86
2022-05-16,399.1619,298.3,103.2,321.32,399.53,297.925,98.48,322.21,131916186.6,123837555.33333333,110071765.90721649,116101340.2,114599753.0,81327302.70103092,929983.6,798139.3333333334,10483150.025773196,7186504.6,6800765.666666667,6964562.041237113,-0.01,0.01,0,-0.01,0.02,0,-0.07,-0.05,0,-0.01,0.0,0,400,2.2,0.67
2022-05-17,405.21,303.94,96.72,325.42,406.79,304.99,97.12,326.06,116518532.0,91321857.5,109750449.86734694,105378298.2,71353571.5,81099987.69387755,911633.7,910120.25,10386654.795918368,6361585.4,3964676.0,6931174.8877551025,-0.01,0.01,0,-0.02,0.01,0,-0.08,-0.06,0,-0.01,0.01,0,406,0.0,0.0
2022-05-18,402.26,300.7204,98.6,323.11,390.83,290.5,105.0804,314.53,106563234.0,88454808.33333333,109477422.1919192,93051196.8,68371145.33333333,80911162.49494949,864137.65,906631.0833333334,10290826.492424242,5482352.2,3748731.6666666665,6894666.484848484,0.03,0.03,0,0.03,0.04,0,-0.11,-0.08,0,0.02,0.02,0,403,1.59,0.01
2022-05-19,389.93,290.04,103.12,313.19,389.481,289.74,101.2,313.08,101624964.6,92991049.66666667,109559344.42,80957359.0,66865144.666666664,80893437.96,987674.75,1076662.5833333333,10200955.4025,4334713.2,3548671.0,6862085.31,0.01,-0.02,0,0.02,-0.03,0,-0.05,0.02,0,-0.0,-0.02,0,390,0.0,0.0
2022-05-20,391.66,291.23,100.0,313.52,387.06,285.8805,100.4,310.86,96302357.0,99622690.0,109449625.31683168,72827370.8,73809903.66666667,80883450.54455446,1025109.45,1101768.9166666667,10110866.106435644,3743886.6,3596693.6666666665,6832130.891089109,-0.02,-0.04,0,-0.01,-0.05,0,-0.04,0.05,0,-0.02,-0.04,0,392,2.75,0.06
2022-05-23,391.17,288.1306,100.06,314.88,394.93,291.5,95.96,317.47,101717612.2,115761519.0,109662248.56862745,74397863.4,83510864.0,80987624.30392157,1203740.4,1364143.9166666667,10028277.00490196,3827333.0,4042400.3333333335,6810776.303921568,-0.03,-0.04,0,-0.04,-0.05,0,-0.03,0.02,0,-0.03,-0.04,0,392,2.1,3.53
2022-05-24,391.41,286.72,96.48,316.37,393.76,287.12,96.36,319.31,101275429.0,103754537.5,109339041.08737864,75286657.0,77501787.0,80817787.17475729,1291634.4,1576432.625,9945148.95145631,3985736.0,4569299.5,6788192.417475728,-0.03,0.01,0,-0.04,0.0,0,-0.01,-0.04,0,-0.02,0.01,0,392,0.0,0.0
2022-05-25,393.51,287.0101,96.04,318.83,397.2,290.94,93.76,321.1,103007313.2,99629735.33333333,109166359.25961539,77494663.0,76149965.66666667,80746907.71153846,1362695.7,1469274.8333333333,9861589.435096154,4374474.0,4799710.666666667,6773503.384615385,-0.02,0.01,0,-0.05,-0.01,0,-0.02,-0.04,0,-0.01,0.02,0,394,2.35,3.89
2022-05-26,400.1224,292.08,92.48,323.8,406.09,299.76,91.6796,327.02,97752957.4,86383291.66666667,108997135.51428571,75036190.8,67929023.66666667,80614521.42857143,1252975.4,1158720.9166666667,9774861.116666667,4569732.8,4786004.0,6752925.666666667,0.02,0.02,0,0.0,0.01,0,-0.09,-0.06,0,0.03,0.02,0,401,0.0,0.0
2022-05-27,408.67,303.46,90.2,327.12,413.69,307.665,90.0,331.0,94482182.2,88300612.0,108743613.8490566,70939805.2,66565150.666666664,80414410.66981132,1194982.8,940682.9166666666,9690305.573113207,4456438.0,4381197.0,6720069.905660378,0.04,0.04,0,0.03,0.05,0,-0.08,-0.05,0,0.04,0.03,0,409,1.78,5.4
2022-05-31,410.77,306.15,91.396,327.9,413.55,309.07,88.88,330.66,87417922.75,84769855.0,108519560.02803738,66671913.75,66992203.0,80288969.47663552,910625.625,820453.75,9607409.761682242,3979176.5,2773115.0,6683182.476635514,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,411,2.05,3.4
2022-06-01,414.6307,311.22,87.84,331.37,411.37,307.38,88.68,329.42,88557135.0,90353417.5,108403054.6574074,63552415.5,63980266.5,80110074.66666667,823925.5625,864306.375,9526861.143518519,3752551.25,3563573.5,6661616.268518519,0.05,0.01,0,0.08,0.02,0,-0.07,-0.01,0,0.04,0.01,0,415,1.66,0.02
2022-06-02,407.6,303.81,89.5,327.02,415.78,313.135,87.16,331.46,87349121.75,91251396.5,108202712.99082568,63166466.75,63135441.5,79974225.8440367,832513.6875,848813.75,9446701.57798165,3529692.25,4037719.5,6634641.871559633,0.03,0.0,0,0.05,0.0,0,-0.04,0.0,0,0.02,0.0,0,408,0.0,0.0
2022-06-03,412.14,308.16,88.52,330.15,409.81,305.27,87.68,328.73,86670570.25,87304142.0,107940957.71818182,63138604.75,61854072.0,79786199.54545455,844968.875,853140.5833333334,9368656.965909092,3641826.25,3931396.6666666665,6608133.7727272725,0.02,0.01,0,0.03,0.02,0,-0.03,-0.05,0,0.01,0.01,0,413,1.5,0.05
2022-06-06,413.79,309.5,86.64,330.97,411.02,306.38,87.44,328.95,83446676.75,79283242.33333333,107616032.7027027,61593600.0,61802023.333333336,79615262.46846847,842044.875,820006.8333333334,9291540.756756756,3986260.0,3863669.3333333335,6585996.081081081,0.0,-0.01,0,0.0,-0.02,0,0.0,-0.0,0,0.0,-0.01,0,414,1.75,0.03
2022-06-07,408.74,304.25,88.08,327.15,415.5,309.77,86.6396,332.075,78257949.0,64688659.5,107168595.25,59451882.6,55848598.5,79358742.38392857,863671.05,879466.75,9217064.283482144,3580537.2,3054248.0,6544671.526785715,0.0,-0.0,0,0.0,-0.01,0,-0.04,-0.01,0,0.0,-0.0,0,409,0.0,0.0
2022-06-08,413.18,308.62,86.84,329.68,410.92,307.32,85.92,329.1232,70922427.6,62878897.333333336,106744619.83185841,56238275.0,52199163.0,79053800.34513274,826117.25,826441.1666666666,9141872.475663716,3194537.2,2844176.0,6508205.690265487,0.0,0.01,0,-0.0,0.01,0,-0.01,-0.02,0,0.0,0.01,0,414,1.51,0.04
2022-06-09,409.2201,305.5651,86.6332,328.1618,402.5,300.08,89.08,323.825,66479258.2,60370792.333333336,106372736.90350877,50833156.8,44687422.333333336,78696108.78070176,781992.75,746470.5833333334,9066670.489035089,2856844.6,2138207.3333333335,6468949.00877193,0.01,-0.01,0,0.01,-0.01,0,-0.04,-0.01,0,0.01,-0.01,0,410,0.0,0.0
2022-06-10,393.03,291.98,93.72,316.82,390.89,289.18,92.16,315.22,67847290.8,69953045.0,106197754.80869566,50145985.2,46344243.0,78497494.57391304,824100.0,787188.8333333334,8997154.489130436,2630510.0,2348018.0,6435193.608695652,-0.02,-0.02,0,-0.03,-0.01,0,0.01,0.01,0,-0.02,-0.01,0,394,2.45,0.21
2022-06-13,380.22,280.431,98.72,308.3301,374.0,275.18,104.04,304.55,79817207.4,94107875.33333333,106417807.47413793,55003919.6,59744764.333333336,78554428.72413793,1028621.75,1157514.3333333333,8935380.45474138,2697281.4,3034909.6666666665,6418379.068965517,-0.06,-0.05,0,-0.07,-0.06,0,0.06,0.06,0,-0.05,-0.04,0,381,2.13,0.02
2022-06-14,376.09,276.46,102.64,306.09,373.57,276.01,100.08,304.055,102311772.0,150849862.5,106961038.7008547,63692168.8,89714057.5,78689230.6923077,1209826.9,1843784.0,8874874.651709402,3569199.0,5400970.5,6417514.581196581,-0.08,-0.05,0,-0.1,-0.06,0,0.18,0.11,0,-0.07,-0.04,0,377,0.0,0.0
2022-06-15,376.7,278.76,97.68,306.14,379.283,282.97,95.6,307.3,111261383.6,135235718.66666666,106936008.12711865,67651294.6,81374678.66666667,78570643.3220339,1231325.8,1505150.8333333333,8806679.819915254,3829183.6,4841965.333333333,6394687.805084745,-0.1,-0.05,0,-0.11,-0.05,0,0.15,0.07,0,-0.08,-0.04,0,377,3.95,3.26
2022-06-16,368.25,273.91,99.96,299.58,364.79,269.805,102.848,298.445,123524749.8,133216696.33333333,107093409.71428572,77192587.8,81668536.0,78632935.63025211,1400655.3,1366526.5,8744569.010504201,4834776.2,5700698.666666667,6400286.285714285,-0.07,-0.0,0,-0.07,0.01,0,0.1,-0.03,0,-0.06,-0.0,0,369,0.0,0.0
2022-06-17,366.75,273.45,100.28,299.8,366.3881,274.71,99.14,299.37,133118698.2,121297922.0,107319460.78333333,82382719.0,77495160.0,78659378.925,1424944.1,1145717.5,8681645.722916666,5306054.8,5242777.666666667,6388146.158333333,-0.07,-0.03,0,-0.08,-0.02,0,0.1,0.0,0,-0.06,-0.02,0,367,2.51,0.71
2022-06-21,372.31,279.88,94.56,302.62,375.46,281.51,97.36,305.54,118751917.5,111113904.0,107350819.81818181,78775220.5,82615402.0,78692073.3305785,1057163.0625,791499.75,8616437.904958678,5116572.75,4737958.0,6374508.239669422,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,373,2.22,2.67
2022-06-22,371.04,278.68,97.396,301.72,374.33,280.23,94.7192,304.8099,111953025.0,93962882.5,107100500.48360656,75477575.5,67060371.5,78469231.26229508,1056762.75,808891.5,8552584.178278688,4997219.25,3992249.5,6348869.163934426,-0.0,0.02,0,0.01,0.03,0,-0.0,-0.03,0,-0.0,0.02,0,372,1.55,3.1
2022-06-23,375.7,280.77,93.72,305.69,377.75,284.68,93.672,306.2,103051181.75,83435642.5,106961955.14634146,70849949.5,59489132.5,78379830.3902439,914591.4375,836545.75,8489935.593495935,4822290.0,4803865.5,6348969.333333333,0.02,0.0,0,0.02,0.0,0,-0.05,0.0,0,0.02,0.0,0,376,0.0,0.0
2022-06-24,381.94,288.89,92.02,309.2,388.31,292.79,92.68,314.07,89319331.0,82054473.33333333,106738811.43548387,64754365.75,58800687.0,78210830.11290322,1096962.25,1198783.0833333333,8436978.514112903,4482075.0,4396780.666666667,6326659.991935484,0.03,0.01,0,0.04,0.02,0,-0.07,-0.01,0,0.02,0.01,0,382,1.91,6.68
2022-06-27,388.6323,293.25,91.76,314.35,388.32,292.16,90.32,314.13,86028088.25,89100164.0,106668492.408,58704205.75,61103827.333333336,78052461.568,1407395.8125,1601100.0,8385748.558,4126286.75,4419535.333333333,6302565.152,0.0,0.05,0,0.0,0.05,0,0.0,-0.05,0,0.0,0.04,0,389,1.69,0.6
2022-06-28,392.33,294.62,88.9596,318.1,380.62,283.55,91.4,309.29,82013594.0,81952275.0,106345374.34920634,57729215.0,56122007.0,77860213.87301587,1244378.25,1312771.0,8323895.85515873,3679723.8,2604138.5,6267572.349206349,0.04,0.02,0,0.04,0.01,0,-0.04,-0.02,0,0.04,0.02,0,393,0.0,0.0
2022-06-29,378.96,281.07,92.48,308.94,379.77,283.31,91.0,309.7,83987386.6,83528458.0,106190535.37007874,59788508.8,58015274.666666664,77733769.7480315,1236944.1,1138218.1666666667,8264566.852362204,3636464.6,2746174.0,6242081.582677165,0.03,-0.0,0,0.02,-0.02,0,-0.06,-0.01,0,0.03,0.0,0,379,1.85,1.44
2022-06-30,374.1506,278.31,92.68,305.03,376.62,280.11,91.28,307.2,79092301.6,72740146.66666667,105873296.8046875,57704469.2,57561262.666666664,77572199.09375,1177297.15,643331.3333333334,8204285.654296875,2856793.0,2462183.0,6212556.1953125,0.01,-0.02,0,0.01,-0.03,0,-0.03,-0.01,0,0.01,-0.01,0,375,1.8,3.04
2022-07-01,375.75,277.4,92.72,306.8817,381.0,281.83,89.64,310.76,85734529.2,88256032.0,105924691.96899225,62041626.0,65988038.666666664,77584116.7751938,922565.35,662428.25,8145722.189922481,2963829.0,3203622.6666666665,6196317.705426357,-0.01,-0.04,0,-0.03,-0.05,0,-0.01,0.03,0,-0.01,-0.03,0,376,2.16,5.6
2022-07-05,373.79,276.89,93.12,305.31,380.93,286.23,90.48,309.06,84901431.25,74837629.0,105685560.71538462,63612755.25,56486905.0,77421830.53076923,637417.0,562383.25,8087388.813461538,3231470.5,3315014.0,6174153.830769231,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,374,1.9,7.71
2022-07-06,381.55,285.91,90.84,309.7,383.88,289.02,89.06,310.99,83582966.5,78122297.0,105500227.92366412,63534120.75,58987088.5,77300192.67938931,599189.1875,599292.25,8030509.519083969,3415842.0,3541372.5,6155784.190839695,0.01,0.01,0,0.02,0.03,0,-0.02,-0.02,0,0.0,0.01,0,382,1.66,2.6
2022-07-07,386.27,291.22,88.52,312.59,388.6,294.6,88.16,313.5015,84717327.75,75764204.5,105232206.83333333,65059618.0,62320993.5,77193029.96969697,573748.5,541506.0,7973057.255681818,3423452.0,3130501.5,6128037.886363637,0.03,0.0,0,0.04,0.0,0,-0.04,0.0,0,0.02,0.0,0,387,0.0,0.0
2022-07-08,387.01,292.14,88.04,313.02,388.97,295.27,87.68,313.86,72719489.25,72013442.66666667,104926039.25563909,59362214.0,60320650.333333336,77036089.62406015,558139.125,556724.4166666666,7917524.203007519,2960882.25,2842838.3333333335,6099011.37593985,0.03,0.04,0,0.06,0.06,0,-0.05,-0.05,0,0.02,0.03,0,388,1.5,1.55
2022-07-11,384.51,289.6,89.08,311.94,383.7,288.71,89.0,311.31,72106523.25,69006376.0,104683201.3880597,60212982.25,59788219.0,76908133.56716418,537978.4375,505237.5,7862033.2798507465,2655696.5,2285018.3333333335,6069125.253731343,0.0,0.02,0,0.0,0.03,0,0.0,-0.03,0,0.0,0.01,0,385,1.27,0.11
2022-07-12,384.31,290.49,87.98,311.35,379.62,285.08,90.36,309.19,69358607.6,65376355.0,104340118.00740741,59183421.8,57477579.0,76746333.91111112,544192.2,525393.875,7808011.161111111,2651191.2,2363720.5,6043673.733333333,0.03,-0.01,0,0.04,-0.01,0,-0.04,0.01,0,0.02,-0.01,0,385,0.0,0.0
2022-07-13,375.23,280.54,90.28,306.47,379.02,285.68,89.28,307.82,65521050.2,64323962.666666664,104030405.21323529,57968125.0,56788648.666666664,76589454.89705883,521681.85,524812.4166666666,7754449.678308823,2458836.4,2511132.6666666665,6019866.992647059,-0.01,-0.02,0,-0.0,-0.02,0,-0.01,0.03,0,-0.0,-0.01,0,376,2.38,3.27
2022-07-14,372.1,280.74,91.12,301.96,377.12,285.82,89.38,306.04,68336491.2,68261590.66666667,103885647.86861314,60111175.6,61448645.333333336,76569604.62773722,551407.6,562712.0833333334,7702194.129562044,2656415.4,2973431.3333333335,6001336.3357664235,-0.02,-0.01,0,-0.02,-0.01,0,0.01,0.0,0,-0.02,-0.01,0,373,0.0,0.0
2022-07-15,381.9,289.94,87.48,309.66,383.92,290.865,86.32,311.825,73375071.2,78707548.66666667,103782888.23913044,61473370.2,64137231.0,76472222.97826087,593280.6,638538.4166666666,7652153.057971015,2778644.2,3055260.0,5978708.217391305,-0.03,-0.02,0,-0.02,-0.02,0,0.02,0.02,0,-0.02,-0.02,0,382,1.73,2.45
2022-07-18,388.03,294.2,84.48,315.64,380.76,288.2,87.8,309.795,74703234.8,84310017.0,103604785.323741,62218164.4,66871618.0,76379717.41007194,666851.15,747186.3333333334,7603213.778776978,2965298.4,3129121.6666666665,5957476.805755395,-0.0,0.02,0,0.0,0.04,0,-0.03,-0.04,0,-0.0,0.02,0,389,0.89,0.01
2022-07-19,385.815,292.1,85.6,313.02,392.29,298.08,86.42,317.96,75670571.0,71115104.5,103316205.61428571,62971794.6,61223640.0,76254386.07857142,664710.2,703967.875,7552893.269642857,2907648.4,2686231.0,5931672.828571429,-0.01,-0.0,0,-0.01,-0.01,0,-0.0,0.0,0,-0.0,0.0,0,386,0.0,0.0
2022-07-20,392.16,298.88,86.48,317.57,395.01,303.0,85.84,318.8,78927929.8,73578727.0,103140246.5106383,62804615.0,59007390.0,76100630.78723404,649731.1,618896.5833333334,7502509.30319149,2947438.6,2792456.6666666665,5910915.631205673,0.05,0.03,0,0.06,0.03,0,-0.04,-0.01,0,0.04,0.03,0,393,1.28,2.55
2022-07-21,392.77,301.7,85.76,316.75,397.55,306.38,84.68,319.44,76456953.8,71184455.66666667,102919848.78169014,61481087.4,60220183.666666664,76038318.80985916,637549.85,513876.5833333333,7453439.049295775,2899811.8,2864287.0,5892127.725352113,0.06,0.02,0,0.08,0.03,0,-0.06,0.02,0,0.06,0.01,0,393,0.0,0.0
2022-07-22,397.94,305.46,84.24,320.97,393.68,300.94,85.96,318.05,71496761.2,71751199.0,102654002.67832167,59863222.6,58956277.666666664,75891488.6993007,599951.25,530606.8333333334,7405572.575174825,2756039.2,2802578.0,5866027.482517483,0.04,0.03,0,0.06,0.05,0,-0.03,-0.01,0,0.03,0.02,0,398,2.22,0.01
2022-07-25,394.03,300.364,80.92,318.602,394.2,298.925,83.84,319.15,70130909.0,69648315.66666667,102442497.9513889,58565975.6,59807219.0,75761184.70833333,565984.0,607607.8333333334,7358865.522569444,2803350.0,2888974.0,5847958.513888889,0.01,0.0,0,0.02,0.01,0,0.02,-0.01,0,0.01,0.0,0,395,1.24,0.17
2022-07-26,392.93,296.97,85.64,318.96,390.29,293.7601,86.66,317.13,68210080.8,62898403.5,102105649.5862069,54907735.6,48834922.5,75518294.68275861,709689.35,978313.125,7316920.720689655,3134874.2,3633318.5,5835231.496551724,0.02,-0.01,0,0.02,-0.02,0,-0.02,-0.0,0,0.02,-0.01,0,393,0.0,0.0
2022-07-27,394.16,298.72,85.12,318.63,401.94,307.44,85.12,322.65,63098165.0,59581066.666666664,101768942.34931506,54005182.0,49243989.0,75343937.33561644,770393.15,902966.4166666666,7271957.380136986,2954227.6,3122770.6666666665,5809659.191780822,-0.0,-0.02,0,-0.02,-0.04,0,0.0,0.03,0,-0.0,-0.01,0,395,2.35,7.3
2022-07-28,401.81,305.97,84.6,322.29,405.52,309.11,83.82,325.08,65137832.4,62862661.333333336,101634746.18367347,54413828.8,53299939.0,75302791.93877551,794490.65,894721.0,7226944.205782313,2973245.8,3147446.6666666665,5792846.027210885,0.02,0.02,0,0.02,0.02,0,-0.01,0.05,0,0.02,0.01,0,402,0.0,0.0
2022-07-29,406.77,309.931,83.32,324.9231,412.53,315.99,83.4,328.77,66949573.8,69650354.0,101447771.97297297,54407294.4,58122209.0,75165671.32432432,785614.2,657148.25,7181925.33277027,3078971.2,2709406.3333333335,5771870.175675675,0.02,0.03,0,0.01,0.04,0,-0.0,-0.02,0,0.01,0.02,0,407,1.98,5.79
2022-08-01,408.86,313.11,85.1,326.58,410.54,314.87,86.32,328.05,69910843.8,81002780.33333333,101350831.70469798,54430420.2,60515949.333333336,75045387.24161074,738797.2,554947.9166666666,7136715.57885906,3071279.0,3084059.6666666665,5754781.348993288,0.05,0.05,0,0.05,0.06,0,0.03,-0.02,0,0.03,0.03,0,409,1.82,2.24
2022-08-02,408.23,313.18,87.68,325.2,408.65,314.515,86.32,324.63,73185541.0,78488321.5,101141645.96666667,55593760.6,51801088.0,74854143.54666667,610873.8,541462.125,7093385.823333333,2819876.0,2985580.5,5734719.6466666665,0.04,0.01,0,0.06,0.02,0,0.01,0.04,0,0.03,0.01,0,409,0.0,0.0
2022-08-03,410.46,317.1,85.16,325.73,415.11,323.05,86.18,328.76,75283346.0,73470687.0,100891935.84768212,55298636.4,50729559.0,74680185.64900662,553320.6,515810.4166666667,7049485.9635761585,3478454.4,3788576.0,5732466.98013245,0.04,0.0,0,0.05,0.01,0,0.01,0.04,0,0.02,-0.0,0,411,1.39,4.63
2022-08-04,413.43,322.41,87.92,327.14,413.59,323.37,86.04,327.07,72437035.8,67072981.333333336,100674295.18421052,52171493.4,49535061.0,74541893.96052632,528762.1,544662.5,7006609.268092105,3323752.4,3568235.6666666665,5711625.842105263,0.03,0.02,0,0.06,0.03,0,0.02,0.01,0,0.02,0.01,0,414,0.0,0.0
2022-08-05,410.9,320.36,86.4488,325.375,412.82,321.1114,85.3204,327.695,66775838.0,58967515.666666664,100314702.23529412,48964437.0,47073336.333333336,74309421.8366013,502646.1,476768.75,6963648.233660131,3271346.8,3461857.6666666665,5690153.725490196,0.02,0.01,0,0.04,0.03,0,0.03,-0.02,0,0.01,0.01,0,411,1.63,2.35
2022-08-08,415.4,323.24,85.4,329.61,413.04,320.375,88.7,328.5601,60738089.4,56760686.0,100032236.17532468,48294562.8,48842493.333333336,74176853.98051947,500841.75,467483.1666666667,6921265.12987013,3160707.4,2554481.3333333335,5670558.168831169,0.01,0.01,0,0.03,0.01,0,0.0,0.0,0,0.0,0.01,0,416,1.48,0.01
2022-08-09,411.67,317.23,88.68,328.33,410.79,316.89,88.0,327.49,57548688.2,55420447.0,99735421.52258064,47833055.6,48972634.5,73982495.5483871,474758.75,471743.75,6879881.724193549,3117602.6,2601220.0,5650296.516129033,0.01,0.01,0,0.02,0.0,0,0.01,0.03,0,0.01,0.01,0,412,0.0,0.0
2022-08-10,417.25,322.9901,86.28,332.04,419.7,325.73,86.0,332.925,53847959.0,51924222.0,99384116.07692307,46049099.4,45870663.0,73762522.62820514,423255.3,383492.4166666667,6837106.775641026,2369709.6,2285847.3333333335,5624686.294871795,0.0,-0.0,0,-0.0,-0.01,0,0.03,0.02,0,0.01,0.01,0,418,1.2,2.17
2022-08-11,422.24,327.47,85.56,335.13,419.275,323.45,86.8,333.27,54001990.4,55846149.666666664,99187916.05095541,45599042.4,45042527.0,73620147.0955414,393954.1,366516.4166666667,6796015.154458599,2443671.6,2373176.0,5607550.866242038,0.02,0.01,0,0.01,0.01,0,-0.02,0.01,0,0.02,0.01,0,423,0.0,0.0
2022-08-12,421.4585,325.1001,86.64,334.92,426.28,329.8518,87.08,337.3699,56768616.4,57667396.0,98936661.5443038,46972640.6,45639311.333333336,73444333.82278481,383333.9,324394.0,6755410.438291139,2438712.6,2330374.3333333335,5587260.018987342,0.02,0.02,0,0.01,0.02,0,0.0,-0.02,0,0.02,0.02,0,422,1.4,4.74
2022-08-15,425.23,330.38,88.08,336.13,428.89,333.11,85.4,339.39,57730839.0,63232152.666666664,98702003.55974843,44314422.0,45951364.333333336,73237783.79245283,372405.9,382734.1666666667,6715326.160377358,2425598.2,2647629.0,5568515.402515723,0.03,0.02,0,0.02,0.02,0,0.02,0.01,0,0.02,0.02,0,426,0.85,3.21
2022-08-16,428.15,331.26,84.32,339.54,429.65,332.26,84.72,341.76,57704222.0,57759461.0,98421946.5375,43042365.4,39146946.5,73015616.48125,371692.5,442640.25,6676500.8109375,2306887.8,2271658.0,5545814.99375,0.04,0.02,0,0.05,0.02,0,-0.04,-0.01,0,0.03,0.01,0,429,0.0,0.0
2022-08-17,426.43,328.96,85.4,339.82,426.5,328.29,84.68,340.1,60575675.4,58269320.333333336,98178885.0,43326644.2,39794002.333333336,72817309.01242235,409262.6,426706.9166666667,6637484.285714285,2755285.4,2813468.6666666665,5535574.46583851,0.03,0.02,0,0.03,0.02,0,-0.02,-0.02,0,0.03,0.02,0,427,0.9,0.4
